NOM_ENT,NOM_LOC,P15.sesc,P15cpri.inc,P15cpri.com,P15csec.inc,P15csec.com,P18.c.post,VIV5_R,VIV6.complemento,VIV6,CVEGEO
Nuevo León,Loma Alta,10,42,35,3,44,12,1,58,4,190330194
Nuevo León,Loma Alta (Ampliación de Loma Alta),1,24,19,0,16,0,1.26,15,8,190330195
Nuevo León,Magüiras,3,21,6,3,3,1,1.55,11,2,190330200
Nuevo León,Mederos,4,41,15,5,11,1,1.29,25,5,190330208
Nuevo León,El Mirador,0,2,3,1,1,0,0.91,3,0,190330210
Nuevo León,El Molino del Fresno (El Molino),1,3,2,1,0,0,1.13,2,1,190330214
Nuevo León,Moras (Altamira),4,13,27,3,8,3,1.27,23,1,190330216
Nuevo León,El Mosquito,2,10,0,0,2,0,0.7,8,0,190330221
Nuevo León,El Nogalar (Las Latas),3,5,1,0,1,1,1.64,3,3,190330226
Nuevo León,Las Crucitas (Ojo de Agua),1,39,16,1,24,2,1.15,28,4,190330237
Nuevo León,La Pamona,1,13,3,2,4,3,0.81,12,1,190330251
Nuevo León,Parientes (La Cruz de Abajo),3,20,20,6,24,5,1.36,22,6,190330254
Nuevo León,Loma el Perico,5,31,33,5,11,4,1.39,33,2,190330263
Nuevo León,El Piojo (Pamona Dos),1,9,3,0,5,0,1,3,3,190330272
Nuevo León,Carricitos,0,4,6,1,4,1,1.09,6,1,190330276
Nuevo León,El Popote (El Poblado),0,31,21,5,10,1,1.37,24,5,190330277
Nuevo León,El Porvenir,0,4,8,1,5,6,1.91,7,2,190330279
Nuevo León,El Pretil,2,29,6,0,6,1,0.84,15,5,190330282
Nuevo León,El Puerto,4,12,9,0,8,2,1.48,9,2,190330291
Nuevo León,Purísima de Conchos,1,18,4,8,5,3,1.33,16,0,190330293
Nuevo León,Ranchería,3,44,18,3,26,7,1.17,27,11,190330297
Nuevo León,Rancho Viejo y la Palma,14,51,27,6,27,2,1.5,39,6,190330304
Nuevo León,La Reforma,8,38,51,3,63,17,1.61,61,4,190330306
Nuevo León,El Refugio (Veredas),13,95,107,24,75,23,1.32,102,19,190330309
Nuevo León,El Refugio,0,2,4,0,0,1,0.62,4,0,190330310
Nuevo León,La Retama,0,3,0,0,3,0,0.8,3,0,190330314
Nuevo León,Río Verde,1,6,10,1,6,2,1,10,1,190330316
Nuevo León,El Salitre,0,7,8,1,2,4,0.82,8,1,190330331
Nuevo León,San Antonio de las Barajas,1,10,6,0,3,6,1.16,7,4,190330333
Nuevo León,San Cristóbal,2,31,9,4,11,2,1.01,18,8,190330338
Nuevo León,San Fernando,2,16,10,0,3,0,0.98,10,3,190330341
Nuevo León,San Francisco (San Francisco Tenamaxtle),11,123,63,9,53,11,1.2,99,7,190330345
Nuevo León,San Isidro,0,3,2,0,1,0,1.5,1,2,190330353
Nuevo León,Nuevo San Isidro,2,26,18,4,14,5,1.16,26,0,190330355
Nuevo León,San Jacinto (La Garita),5,19,9,3,24,1,1.62,14,9,190330356
Nuevo León,San José,7,34,28,4,27,12,1.16,43,3,190330361
Nuevo León,San José,0,4,4,0,4,0,1.13,5,0,190330365
Nuevo León,San Pedro de los García,0,4,3,2,1,0,1.08,2,2,190330387
Nuevo León,San Pedro de los Escobedo,6,32,5,1,10,0,1.26,19,1,190330388
Nuevo León,San Pedro Garza García (Jesús María),0,16,13,3,7,0,1.28,11,3,190330389
Nuevo León,San Rafael,12,90,64,6,45,29,0.86,103,4,190330391
Nuevo León,Santa Rosa (La Pita),3,35,17,3,10,1,1.36,22,3,190330408
Nuevo León,Santo Domingo,2,36,29,3,21,9,1.2,29,9,190330411
Nuevo León,El Santuario,0,4,0,0,0,0,0.5,2,1,190330413
Nuevo León,Temporales,3,5,3,2,2,0,0.94,4,2,190330427
Nuevo León,La Parrita (Los Terreros),6,28,20,2,9,1,1.24,27,5,190330430
Nuevo León,El Troncón,6,10,6,2,24,5,1.18,19,0,190330437
Nuevo León,Vista Hermosa,13,113,72,16,74,34,1.43,101,11,190330447
Nuevo León,Las Amayas,1,2,0,0,4,0,1.44,3,0,190330457
Nuevo León,El Chamizal,2,22,25,6,10,7,1.3,27,3,190330461
Nuevo León,Lozada,0,2,1,1,2,0,1.29,3,0,190330475
Nuevo León,Salsipuedes (Los Ramírez),1,4,2,0,5,0,1.31,4,0,190330487
Nuevo León,Hacienda el Popote (El Popote Viejo),1,7,5,1,5,1,1.58,7,0,190330494
Nuevo León,La Aurora,3,12,10,3,8,1,1.3,9,5,190330504
Nuevo León,Kilómetro Cuatro,5,8,5,0,9,6,1.34,8,2,190330544
Nuevo León,San Juanito,1,2,0,0,4,0,0.86,3,0,190330545
Nuevo León,El Valle,0,3,1,0,0,0,0.63,1,2,190330550
Nuevo León,La Borrega,0,21,13,2,8,0,1.12,15,2,190330556
Nuevo León,Las Tres A (San Antonio),2,5,6,3,7,0,0.5,2,0,190330560
Nuevo León,Los Ángeles,4,24,22,4,15,7,1.22,27,3,190330567
Nuevo León,La Estrella (El Charco),13,51,47,4,65,13,1.31,60,13,190330571
Nuevo León,Los Tules (Santa Gertrudis),0,5,2,0,1,0,1.83,3,0,190330575
Nuevo León,San Gerardo (La Libertad),0,2,3,1,0,0,2.2,2,1,190330582
Nuevo León,Los Laureles,1,0,6,0,2,0,2.6,1,2,190330592
Nuevo León,La Soledad,6,36,51,6,37,7,1.59,42,3,190330605
Nuevo León,El Anegado,1,1,1,1,3,0,1.45,2,1,190330607
Nuevo León,Las Carolinas (Agraristas Unidos),0,7,10,2,2,0,0.63,9,0,190330608
Nuevo León,Casa Blanca,0,0,0,0,0,10,0.8,4,0,190330651
Nuevo León,San José de los González,1,0,2,2,0,0,1,3,0,190330666
Nuevo León,San Pedro (Santa Elena),0,3,5,0,3,1,1.88,5,0,190330695
Nuevo León,Kilómetro Dieciséis,0,3,3,1,5,3,1,5,0,190330736
Nuevo León,Santa Rita,0,0,1,0,4,0,0.6,3,0,190330746
Nuevo León,Las Gaviotas (San Gerardo),0,0,7,2,0,0,1.75,3,0,190330756
Nuevo León,Nuevo Cerro Prieto,4,22,20,2,23,5,1.13,33,0,190330767
Nuevo León,Ranchería,0,12,10,3,4,2,1.26,10,3,190330802
Nuevo León,Santo Domingo,2,6,19,2,7,2,1.44,10,5,190330825
Nuevo León,Las Bugambilias,0,0,2,0,0,5,0.71,3,0,190330857
Nuevo León,Las Brisas,3,8,16,6,22,5,1.59,15,3,190330880
Nuevo León,La Esmeralda,1,3,2,0,2,0,1.5,2,1,190330892
Nuevo León,Los Barbarines (Kilómetro Catorce),4,4,2,0,1,0,2.14,2,1,190330924
Nuevo León,Santa Clara,0,4,1,0,0,1,0.75,0,4,190330935
Nuevo León,La Concha,0,3,4,0,0,1,1.3,3,0,190330936
Nuevo León,Buena Vida,0,2,2,0,3,1,0.82,3,0,190330940
Nuevo León,La Brisa,1,3,1,1,1,3,2,3,2,190330957
Nuevo León,Ampliación el Alamar (Guadalupe),3,9,12,0,4,0,1.43,2,9,190330974
Nuevo León,Cerro Prieto (El Coconal),2,9,7,3,14,1,1.07,13,1,190330986
Nuevo León,Jaime Valdez,1,5,1,4,2,2,1.56,5,0,190331025
Nuevo León,Fraccionamiento Hilario Navarro (San Rafael),0,1,2,0,3,0,0.7,3,0,190331027
Nuevo León,Los Sabinos (La Curva),4,19,16,10,9,18,1.61,25,1,190331034
Nuevo León,El Limón,2,0,2,0,2,0,1.29,2,2,190331040
Nuevo León,La Garita,0,7,3,1,4,0,1.13,5,0,190331069
Nuevo León,La Petaca,2,11,13,2,12,9,1.24,19,1,190331070
Nuevo León,San Joaquín,3,7,3,0,2,0,1.2,5,1,190331088
Nuevo León,La Papa,0,11,14,0,7,1,1.47,12,2,190331113
Nuevo León,Total del Municipio,206,396,936,136,1096,777,1.07,1370,12,190340000
Nuevo León,Marín,109,226,511,77,595,575,0.93,820,4,190340001
Nuevo León,Guadalupe,1,4,17,1,9,21,0.65,25,0,190340011
Nuevo León,Pocita Tres (Midori),1,4,3,1,3,1,1.73,6,0,190340023
Nuevo León,Marín,56,76,263,30,303,121,1.29,318,3,190340033
Nuevo León,Leyvi,0,3,3,2,2,1,1.25,4,0,190340041
Nuevo León,El Texano Dos,1,0,2,1,2,3,1.63,5,0,190340048
Nuevo León,Aeropuerto (Leal),2,1,3,0,3,0,3.25,3,0,190340066
Nuevo León,Ana Rosa (El Texano),0,2,3,1,4,0,1.9,5,0,190340067
Nuevo León,El Socorro Dos,0,1,5,0,5,0,1.45,5,0,190340075
Nuevo León,Guadalupe,0,2,8,0,8,0,2.06,8,0,190340079
Nuevo León,La Esperanza,0,0,10,1,3,0,1.42,8,0,190340096
Nuevo León,La Mesa,2,1,2,0,4,1,4.6,4,0,190340137
Nuevo León,Paty,1,2,4,0,9,4,1.53,7,0,190340140
Nuevo León,Cerritos,0,3,6,0,9,2,2.29,7,0,190340155
Nuevo León,El Vallado,2,4,6,1,2,0,2.4,3,2,190340160
Nuevo León,El Saladito,21,47,64,18,104,40,1.55,101,3,190340165
Nuevo León,San Ángel,0,5,1,1,1,0,2,3,0,190340174
Nuevo León,Ninguno,1,2,4,1,3,1,1.5,4,0,190340175
Nuevo León,Total del Municipio,29,136,160,36,148,120,0.79,282,1,190350000
Nuevo León,Melchor Ocampo,16,102,134,18,95,82,0.72,201,1,190350001
Nuevo León,Alfonso Reyes (Sócrates Rizzo),7,16,14,6,18,25,0.74,38,0,190350042
Nuevo León,Charco Redondo,5,16,11,12,31,11,1.4,38,0,190350047
Nuevo León,Total del Municipio,703,1329,943,301,1045,231,1.37,1493,62,190360000
Nuevo León,Mier y Noriega,125,160,143,45,196,125,1.12,290,14,190360001
Nuevo León,La Cardona,80,134,56,24,77,5,1.34,130,4,190360003
Nuevo León,Cerros Blancos,42,128,52,28,72,10,1.08,113,4,190360004
Nuevo León,Dolores,30,61,70,19,92,14,1.5,90,11,190360005
Nuevo León,El Gallito,12,51,56,1,22,5,1.42,48,0,190360007
Nuevo León,Jesús María del Terrero (El Lindero),11,41,34,11,18,4,1.37,34,2,190360008
Nuevo León,La Joya del Zacate,7,13,4,2,15,1,1.44,13,0,190360009
Nuevo León,Lagunita de Taberna,12,33,60,3,8,2,1.81,38,1,190360010
Nuevo León,Las Mesas de San Juan,4,20,25,3,6,0,2,20,0,190360012
Nuevo León,Las Palomas (Lajillas),53,133,73,21,75,6,2.02,108,9,190360013
Nuevo León,La Presita de Cerros Blancos (La Presita),63,91,71,7,56,3,1.34,97,0,190360015
Nuevo León,El Refugio de Cerros Blancos,57,84,56,39,51,8,1.69,84,2,190360017
Nuevo León,San Antonio de Alamitos,20,63,56,28,38,11,1.59,72,0,190360018
Nuevo León,San Elías,7,11,5,0,1,0,1.31,8,0,190360019
Nuevo León,San Isidro,84,94,41,23,61,9,1.15,106,6,190360020
Nuevo León,San José de Cuatro Caminos,8,22,26,4,18,7,1.61,27,1,190360021
Nuevo León,San José de Medina (Rancho de Abajo),6,4,2,1,2,0,0.8,7,0,190360022
Nuevo León,San Rafael de los Martínez,20,90,55,17,123,21,1.33,104,5,190360024
Nuevo León,Tapona Moreña,55,95,52,24,113,0,1.57,98,1,190360025
Nuevo León,La Puerta de Guadalupe,2,1,3,0,1,0,1,3,0,190360049
Nuevo León,Total del Municipio,267,740,746,213,1134,559,1.09,1383,69,190370000
Nuevo León,Mina,159,469,567,189,1026,534,1.08,1136,18,190370001
Nuevo León,San Antonio de Arista (Arista),5,19,24,0,8,2,1.47,10,13,190370005
Nuevo León,Carricitos,7,29,21,7,9,0,1.51,18,8,190370014
Nuevo León,Delgado,5,7,1,0,0,0,0.76,8,0,190370023
Nuevo León,La Escondida,3,1,0,0,1,0,1.2,0,3,190370025
Nuevo León,Espinazo (Espinazo Nuevo León),27,52,46,11,45,13,0.9,74,10,190370026
Nuevo León,Los Lirios,3,9,2,0,1,0,1.06,5,2,190370038
Nuevo León,La Madriguera (Potrerillos),0,3,0,0,0,0,0.75,2,1,190370040
Nuevo León,Presa de la Mula (Las Presas),3,36,16,0,4,0,1.95,17,0,190370051
Nuevo León,Puerto Luis,5,11,9,1,0,0,1.06,14,0,190370054
Nuevo León,Puerto San Nicolás,2,4,1,0,0,0,1,3,0,190370055
Nuevo León,Los Remotos,3,17,3,1,1,1,1.83,8,1,190370058
Nuevo León,San José de la Popa,2,8,3,0,0,0,0.75,5,1,190370065
Nuevo León,Emiliano Zapata,3,2,9,0,0,2,0.84,5,3,190370076
Nuevo León,California (Santo Cristo),5,13,8,4,18,0,1.33,16,1,190370097
Nuevo León,Rancho de Enmedio,3,9,3,0,0,0,2.5,3,2,190370108
Nuevo León,San Francisco y Anexos,8,7,2,0,1,0,1.91,4,2,190370153
Nuevo León,Ejido Mina,0,2,3,0,3,3,1,4,0,190370267
Nuevo León,Total del Municipio,1431,6209,7832,1948,10710,12382,0.99,16018,506,190380000
Nuevo León,Montemorelos,943,3729,5210,1439,8213,11109,0.95,12181,276,190380001
Nuevo León,Los Adobes,6,32,28,4,38,12,0.98,44,0,190380004
Nuevo León,Agua Dulce,2,1,1,0,2,1,0.64,4,0,190380006
Nuevo León,La Aguililla,0,4,2,1,0,0,1.63,1,2,190380009
Nuevo León,Alto de Vigas,2,10,7,1,8,0,1.25,12,0,190380015
Nuevo León,El Alto,6,18,22,7,7,1,1.52,20,5,190380016
Nuevo León,Anacuitas (Adjuntas de Ballesteros),1,6,4,0,1,2,0.83,7,0,190380018
Nuevo León,Los Arroyos (Sección Juárez),2,27,20,1,8,6,0.7,29,2,190380026
Nuevo León,El Bajío,13,49,58,9,66,42,0.99,97,2,190380029
Nuevo León,La Barranca,2,27,19,2,20,17,0.97,37,2,190380030
Nuevo León,Puerta de la Boca (La Boca),0,4,3,1,1,0,2,2,1,190380033
Nuevo León,Cabezones,4,30,41,10,34,5,1.45,41,6,190380038
Nuevo León,Congregación Calles,24,121,185,38,235,156,0.93,316,4,190380041
Nuevo León,Canoas,11,42,77,13,97,75,0.96,131,1,190380042
Nuevo León,Cantera Chica (Cantera los Sauces),5,13,8,2,6,11,1.07,17,0,190380043
Nuevo León,Puerto la Cantera (San Ignacio Ramírez),8,15,29,5,25,20,1.48,34,1,190380044
Nuevo León,Hacienda las Cañas,3,28,25,8,29,10,0.98,44,1,190380045
Nuevo León,Cañas,3,10,2,0,3,0,2,5,1,190380047
Nuevo León,Las Cañas,5,8,7,3,5,3,0.89,15,1,190380048
Nuevo León,El Carrizal (Carretera a la Soledad),1,1,3,2,6,8,1.18,6,1,190380053
Nuevo León,La Carroza,0,19,26,5,15,6,1.29,29,1,190380054
Nuevo León,La Cáscara,2,29,24,4,33,9,1.27,39,2,190380055
Nuevo León,Cieneguillas,2,15,12,2,38,5,1.27,29,1,190380060
Nuevo León,El Colorado,4,11,8,1,8,1,1.81,13,1,190380062
Nuevo León,El Coronel,6,12,12,2,5,0,1.71,13,3,190380066
Nuevo León,Coyonoxtle,4,13,16,7,14,11,1.48,27,0,190380067
Nuevo León,Los Cuates,3,3,9,1,1,1,1.12,6,4,190380068
Nuevo León,Valle Hidalgo (El Cueral),4,9,6,0,6,3,1.07,11,0,190380070
Nuevo León,Chapotal,1,17,18,2,4,5,1.36,18,0,190380074
Nuevo León,Charco de la Anacua,3,3,2,0,2,1,1.6,4,1,190380076
Nuevo León,Chihuahua,5,25,27,9,20,8,1.64,35,3,190380078
Nuevo León,El Desagüe,2,17,23,8,19,34,0.83,39,1,190380082
Nuevo León,Los Encinos,1,25,11,1,11,4,1.32,18,1,190380094
Nuevo León,La Escondida,1,5,1,3,1,0,2.29,3,0,190380100
Nuevo León,La Espía de Arriba,0,1,7,0,1,1,1.4,3,0,190380101
Nuevo León,Las Flores,2,14,7,0,0,0,0.86,11,0,190380105
Nuevo León,El Fraile,13,90,110,15,92,85,0.85,185,2,190380107
Nuevo León,Fuera Vacas,4,11,11,2,4,1,1.05,13,1,190380110
Nuevo León,El Galeme,3,11,16,2,23,11,1.1,23,2,190380111
Nuevo León,La Garita,1,13,13,1,14,2,0.96,17,0,190380117
Nuevo León,El Huarache,1,2,4,0,1,0,1.25,3,0,190380129
Nuevo León,La Almira,8,32,58,11,62,40,1.26,75,6,190380130
Nuevo León,Huertas [Estación],6,34,31,4,26,4,1.26,31,8,190380131
Nuevo León,Lampacitos,2,8,6,0,3,0,1.35,5,5,190380148
Nuevo León,Los Laureles,1,13,8,6,17,9,1.27,21,1,190380150
Nuevo León,Los Lirios (Hacienda los Lirios),6,35,44,15,60,19,1.26,68,4,190380154
Nuevo León,La Loma,0,2,6,1,3,0,2.4,3,0,190380157
Nuevo León,San Rafael del Llano (Macuña),2,22,28,4,32,14,1.27,31,2,190380163
Nuevo León,Mexiquito,0,0,0,1,2,25,0.55,11,0,190380173
Nuevo León,La Morita,0,34,25,5,18,13,0.97,36,2,190380180
Nuevo León,Ojo de Agua,0,11,10,5,14,4,1,19,0,190380190
Nuevo León,El Olmito,0,7,5,0,4,3,0.95,7,0,190380192
Nuevo León,Las Ovejas,1,11,13,2,14,1,0.94,16,2,190380195
Nuevo León,La Palma,0,18,16,1,18,3,1,24,0,190380196
Nuevo León,El Palomar,0,3,4,0,2,0,1.67,3,0,190380201
Nuevo León,Las Palomas (La Curva),2,14,17,8,23,5,1.31,27,1,190380202
Nuevo León,Palo Seco,3,14,8,3,10,0,1.24,13,3,190380205
Nuevo León,El Pastor,6,27,30,2,23,11,1.02,38,6,190380208
Nuevo León,El Perico,0,2,3,0,2,0,0.89,0,4,190380211
Nuevo León,El Ranchito (La Petaca),0,7,10,1,13,4,1.29,12,0,190380212
Nuevo León,El Pilón Viejo (El Pilón),2,17,5,3,12,2,1,19,0,190380218
Nuevo León,Portales,0,3,3,0,0,0,1.13,2,2,190380222
Nuevo León,El Porvenir,2,6,1,0,1,0,1.2,3,1,190380223
Nuevo León,San Agustín de los Arroyos (Pueblo Nuevo),1,19,13,0,14,2,0.97,21,1,190380226
Nuevo León,Las Puentes,7,40,25,7,64,46,1.01,74,3,190380227
Nuevo León,El Puentón,0,0,6,1,2,0,1,3,0,190380228
Nuevo León,Puerto de las Flores,5,6,6,2,6,1,1.09,11,1,190380230
Nuevo León,Raíces,9,29,25,8,37,2,1.04,46,2,190380235
Nuevo León,Rancho de Enmedio,0,1,5,1,2,0,1.11,2,1,190380236
Nuevo León,Rancho Escondido,4,26,41,6,36,23,0.97,52,1,190380239
Nuevo León,La Reforma,3,8,10,1,5,0,1.36,6,4,190380244
Nuevo León,La Retama,0,4,6,2,4,4,0.96,8,0,190380248
Nuevo León,El Roble,0,5,8,0,1,2,0.9,7,1,190380251
Nuevo León,El Roble,1,3,4,0,0,1,0.92,3,0,190380253
Nuevo León,Salitrillo,0,6,1,0,0,2,0.69,5,0,190380261
Nuevo León,San Miguel,6,48,79,14,81,18,0.93,104,1,190380281
Nuevo León,San Pedro,0,1,2,0,4,4,2.33,4,0,190380284
Nuevo León,Santa Cruz,3,17,15,5,20,18,1.07,33,0,190380288
Nuevo León,San Vicente,0,5,13,2,8,1,1.16,11,0,190380294
Nuevo León,El Sauz,6,13,15,0,4,0,1.26,15,0,190380297
Nuevo León,La Soledad,2,0,4,0,2,0,1.44,3,0,190380301
Nuevo León,Los Tamez,1,8,2,0,2,0,0.65,7,1,190380302
Nuevo León,Tanguma,1,19,11,1,8,0,0.87,19,3,190380303
Nuevo León,El Taray (Miralomas),1,5,2,1,2,2,1.43,6,0,190380304
Nuevo León,El Terrebel,1,6,5,0,1,0,1.08,7,0,190380306
Nuevo León,El Terrero,1,21,21,2,9,4,1.11,26,0,190380307
Nuevo León,Tierras Coloradas,8,29,19,6,16,8,1.14,33,2,190380308
Nuevo León,El Toro,12,30,29,9,23,1,1.15,40,4,190380310
Nuevo León,El Tunal,2,3,0,0,4,0,1.08,5,0,190380314
Nuevo León,La Unión,4,18,16,6,27,1,1.22,27,0,190380316
Nuevo León,Valle Hidalgo (La Cotorra),6,26,26,6,22,7,0.9,41,0,190380318
Nuevo León,El Vaquero,0,3,4,0,1,0,0.91,3,1,190380319
Nuevo León,La Ventura,0,7,6,0,9,3,1.19,12,1,190380321
Nuevo León,Denes,0,3,7,2,3,0,1.54,5,0,190380323
Nuevo León,La Yerbabuena,2,6,6,1,1,2,1.24,7,1,190380327
Nuevo León,Yerbaniz,2,13,15,1,9,2,1.35,17,1,190380330
Nuevo León,Alto el Coyote,0,5,6,0,6,2,1.35,6,1,190380348
Nuevo León,Mohínos,0,11,2,0,3,0,1.4,6,1,190380363
Nuevo León,San Agustín,0,3,5,1,2,2,0.94,5,1,190380369
Nuevo León,El Fraile (El Faro),12,60,53,13,64,24,1.04,86,6,190380371
Nuevo León,El Álamo,0,4,3,0,2,0,0.87,5,0,190380373
Nuevo León,Palo Alto,2,8,3,1,1,0,0.95,8,0,190380376
Nuevo León,El Nogalito (El Barranco),6,33,23,0,20,6,1.08,35,2,190380377
Nuevo León,Hacienda de Enmedio,11,45,49,13,37,5,1.31,65,1,190380378
Nuevo León,El Álamo,1,3,7,0,0,0,0.65,5,0,190380387
Nuevo León,La Piedra Parada,0,5,0,0,1,0,1.5,0,3,190380392
Nuevo León,General Escobedo,3,25,27,10,58,26,1.12,57,2,190380400
Nuevo León,Hacienda Santa Elena,1,7,6,0,1,4,1,6,0,190380405
Nuevo León,San José,0,2,9,3,3,2,1.47,7,1,190380406
Nuevo León,La Mesa,1,8,9,0,0,1,1.26,5,1,190380414
Nuevo León,Altamira (Campo Verde),0,1,3,1,0,0,0.56,2,2,190380426
Nuevo León,El Gavilán,7,5,4,1,8,8,1.28,13,1,190380442
Nuevo León,La Curva (Hacienda los Librados),0,6,7,1,8,0,1.84,9,0,190380450
Nuevo León,Los Encinos,3,10,4,0,2,0,1.13,7,3,190380488
Nuevo León,Azafrán,0,7,8,0,6,1,1.32,8,0,190380495
Nuevo León,Las Misiones,0,2,2,0,3,0,1.63,3,0,190380496
Nuevo León,Las Caleras (Almacenes),4,24,10,4,16,7,1.38,20,5,190380497
Nuevo León,Canoas,0,8,8,1,5,1,0.85,10,0,190380499
Nuevo León,Los Reyes,0,1,4,1,2,1,1.56,4,0,190380507
Nuevo León,La Escuadra,2,2,5,1,4,0,2.2,5,0,190380508
Nuevo León,La Espía de Abajo,0,3,11,1,4,1,1.75,7,0,190380510
Nuevo León,El Gavilán,2,15,9,4,4,3,2.61,14,0,190380515
Nuevo León,La Hacienda,1,3,8,0,0,0,1.29,5,0,190380517
Nuevo León,Juan González (Cieneguilla),1,3,2,0,6,0,1.5,3,1,190380520
Nuevo León,Laborcitas,1,7,2,5,2,0,2.23,6,1,190380521
Nuevo León,Las Cañas,1,8,9,1,7,0,0.8,14,0,190380524
Nuevo León,La Mesa (San Ángel),0,2,0,0,0,3,0.56,3,0,190380525
Nuevo León,La Morita,1,7,1,0,1,0,0.8,6,0,190380528
Nuevo León,María Guadalupe,1,8,1,1,3,0,2.45,4,1,190380530
Nuevo León,Pito Real,0,3,1,0,1,0,0.88,3,0,190380536
Nuevo León,La Presa,1,7,5,1,3,1,1.35,8,0,190380538
Nuevo León,Puerta de la Boca,1,5,1,0,1,0,0.67,3,1,190380540
Nuevo León,La Reforma (Campestre el Fraile),1,5,7,0,1,0,1.13,5,2,190380541
Nuevo León,El Rincón de Leal,3,2,1,1,1,0,1.43,1,2,190380542
Nuevo León,La Garita (El Salitre),1,9,6,1,1,3,0.65,11,0,190380545
Nuevo León,El Saltillero Uno,2,9,4,0,1,0,1.79,6,0,190380546
Nuevo León,Los Azahares,5,19,14,5,22,8,1.02,33,2,190380553
Nuevo León,Espinoza,1,1,1,1,6,4,1.89,5,0,190380558
Nuevo León,Septiembre,1,2,8,3,5,0,1.52,9,0,190380559
Nuevo León,Tierras Coloradas,2,11,13,0,8,4,1.16,17,0,190380562
Nuevo León,Loma Prieta,3,24,33,8,32,48,0.82,62,1,190380565
Nuevo León,San Pedro de la Rosa,2,2,5,0,1,0,0.91,3,1,190380566
Nuevo León,San Juan de Ocampo,1,2,2,1,2,1,0.83,4,1,190380571
Nuevo León,Las Hormigas,0,1,2,1,1,3,0.71,4,0,190380573
Nuevo León,Buena Vista,2,4,7,2,2,3,1.37,7,0,190380584
Nuevo León,La Pitaya,2,2,1,0,0,0,0.75,2,1,190380587
Nuevo León,Ignacio Ramírez,1,25,18,5,41,17,1.15,40,0,190380592
Nuevo León,Pilón Viejo,0,5,1,0,5,4,1.39,6,0,190380599
Nuevo León,El Siete,0,0,5,1,2,1,1.44,3,0,190380602
Nuevo León,La Unión,0,3,2,1,3,0,1.27,3,1,190380610
Nuevo León,San Juan de Ocampo (El Laberinto),1,6,0,1,0,1,1.25,4,0,190380611
Nuevo León,Puerto la Cantera,4,3,11,2,6,4,1.83,8,0,190380618
Nuevo León,Mexiquito (Menchaca),3,2,3,1,2,3,0.8,5,0,190380621
Nuevo León,El Ranchito (El Palomar),1,5,4,1,1,0,1.56,4,0,190380622
Nuevo León,Las Latitas,4,6,18,2,16,24,1.03,27,0,190380624
Nuevo León,Lienzo Charro,1,4,5,4,3,2,1.45,8,0,190380636
Nuevo León,Los Ángeles,5,9,8,0,1,0,1.53,3,2,190380639
Nuevo León,El Saucito,1,11,17,7,12,4,1.44,16,1,190380644
Nuevo León,Las Parcelas,1,1,1,0,3,2,0.92,4,0,190380657
Nuevo León,El Charco,1,0,1,0,1,1,1.67,1,1,190380663
Nuevo León,El Consuelo (Echavarría),0,3,13,0,17,6,1.38,14,0,190380671
Nuevo León,El Blanquillo Viejo,4,16,8,6,14,2,1.29,20,2,190380674
Nuevo León,El Sauz [Granja],6,10,6,1,5,0,1.52,13,0,190380695
Nuevo León,El Fraile [Avícola],1,30,27,3,21,1,1.64,32,1,190380702
Nuevo León,El Charco [Granja],0,2,5,0,0,0,10,1,0,190380705
Nuevo León,Leal [Avícola],1,4,0,0,0,0,1.14,3,0,190380750
Nuevo León,Hacienda Paso Lozano (La Reforma),1,4,3,0,5,1,1.05,5,1,190380752
Nuevo León,El Ebanito,0,0,2,0,3,1,1.14,2,1,190380756
Nuevo León,La Trinidad,3,35,21,7,6,3,1.17,31,4,190380759
Nuevo León,Gil de Leyva (Camino a las Puentes),0,1,2,0,0,5,1,4,0,190380766
Nuevo León,Parada la Esmeralda,0,1,4,0,0,1,1.2,2,1,190380770
Nuevo León,El Cometa,0,5,1,0,0,0,0.67,2,1,190380777
Nuevo León,Portal del Valle,0,0,3,0,3,0,1.29,2,1,190380778
Nuevo León,Coyonoxtle,1,1,5,1,4,1,1.57,5,0,190380781
Nuevo León,Rincón de los Toros (San Pepito),1,6,6,2,8,2,1.28,9,0,190380784
Nuevo León,Entrada a las Cañas,2,4,2,2,1,1,0.86,5,0,190380786
Nuevo León,La Peñita,3,7,9,0,3,0,1.65,8,1,190380796
Nuevo León,El Bosque,5,8,13,5,16,28,1.09,25,2,190380810
Nuevo León,Los Encinos,0,0,7,0,1,1,2.2,2,0,190380813
Nuevo León,Los Pinos,0,4,2,1,0,0,1.11,3,0,190380820
Nuevo León,Los Polvorines,0,2,2,1,3,1,1.43,3,0,190380821
Nuevo León,El Ranchito [Avícola],0,0,7,1,4,1,1.75,5,0,190380827
Nuevo León,Entrada a Chihuahua,2,1,1,0,6,3,1.2,3,1,190380829
Nuevo León,La Luz,0,0,0,0,0,6,0.75,3,0,190380833
Nuevo León,La Peñita,1,6,14,2,9,0,1.46,11,0,190380835
Nuevo León,Las Arboledas,3,17,12,2,6,7,1.22,19,3,190380839
Nuevo León,Ampliación los Laureles,7,4,5,0,1,2,1.55,7,0,190380842
Nuevo León,Lomas de San Francisco,0,1,5,0,0,0,2.2,3,0,190380844
Nuevo León,Bronco,0,0,1,0,3,2,1.67,2,1,190380876
Nuevo León,Benito Juárez,2,8,6,1,10,1,1.05,9,1,190380882
